id,name,weight,kcal,protein,lipids,carbs
1,Ajonjolí,10,61,2.7,5.7,1.0
2,Ajonjolí tostado,13,75,2.2,6.3,3.4
3,Almendra,12,66,2.7,6.6,0.5
4,Almendra acaramelada,12,72,2.2,6,3.4
5,Almendra ahumada,12,71,2.6,6.4,2.1
6,Almendra deshidratada,12,71,2.4,6.3,2.4
7,Almendra fileteada,12,72,2.5,6.5,2.2
8,Almendra picada,10,62,2.1,5.2,1.8
9,Almendra tostada,12,71,2.0,6.3,3.0
10,Almond joy,16,80,0.7,4.3,9.4
11,Almond joy miniatura,15,74,0.6,4,8.8
12,Avellana,13,72,2.5,6.5,2.3
13,Avellana picada,12,71,2.4,6.4,2.3
14,Avellana salada,11,72,1.8,7.1,1.6
15,Avellana tostada,11,75,1.1,7.5,2.0
16,Cacahuate,12,73,2.9,6.2,2.7
17,Cacahuate acaramelado,14,75,3.0,6.5,2.5
18,Cacahuate cocido,20,64,2.7,4.4,4.3
19,Cacahuate con cascara,12,70,2.8,6,0.2
20,Cacahuate con pepitas,12,75,2.8,6,2.4
21,Cacahuate con piel,14,72,3.4,6.3,2.9
22,Cacahuate enchilado,12,67,2.9,5.9,2.1
23,Cacahuate japonés,14,68,2.7,3.6,6.3
24,Cacahuate picado,12,74,3.0,6.2,2.7
25,Cacahuate salado,12,71,3.2,. 5.5,2.4
26,Cacahuate tostado,12,69,2.8,5.9,2.5
27,Cacahuates confitados,14,72,1.4,4.3,7.1
28,Cacahuates cubiertos con salsa y limón,13,72,2.6,4.6,5.3
29,Cacao con cascara,13,70,1.9,5.9,3.3
30,Cacao pataste,12,72,2.1,6.5,2.6
31,Cacao sin cascara,12,67,1.9,5.9,2.5
32,Castaña,17,62,1.1,0.3,13.6
33,Castaña asada,30,73,1.4,0.3,15.9
34,Castaña con cascara,18,67,1.2,0.3,14.8
35,Chía,12,69,3.5,5.9,1.9
36,Chilorio,30,64,5.0,4.7,0.7
37,Chilorio de pavo,30,64,5.0,4.7,0.7
38,Chistorra,15,73,1.7,7,0.7
39,Chorizo,15,64,3.5,5.6,0.0
40,Chorizo de pollo,35,72,5.0,5.7,0.1
41,Chorizo vegetariano,15,70,4.1,5.7,0.2
42,Cocoa,22,72,6.3,0.6,11.8
43,Coroso,11,72,0.8,7.5,1.6
44,Harina de ajonjolí,13,69,4.0,4.9,3.5
45,Harina de ajonjolí baja en grasa,20,67,10.1,0.4,7.2
46,Harina de almendras,11,66,2.2,5.7,2.5
47,Harina de cacahuate,15,65,5.1,3.3,4.8
48,Harina de cacahuate desgrasada,20,66,10.6,0.1,7.0
49,Mantequilla de cacahuate,11,63,2.6,5.3,2.3
50,Nueces mixtas,12,74,2.0,6.8,2.6
51,Nuez,9,67,0.9,7,1.3
52,Nuez acaramelada,12,64,1.7,5.6,3.0
53,Nuez de castilla,9,67,0.9,7,1.3
54,Nuez de la india con almendras,11,64,1.9,5.6,2.3
55,Nuez de la india con sal,11,66,1.9,5.2,2.7
56,Nuez de la india sin sal en mitades,12,72,2.1,5.9,3.4
57,Nuez de la india tostada sin sal,13,73,1.9,5.9,4.2
58,Nuez de macadamia deshidratada,10,73,0.9,7.7,1.4
59,Nuez deshidratada,9,67,0.9,7,1.3
60,Nuez ele la india acaramelada,12,64,1.7,5.6,3.0
61,Nuez en mitades,10,74,1.0,7.7,1.4
62,Nuez entera,9,67,0.9,7,1.3
63,Nuez garapiñada,12,64,1.7,5.6,3.0
64,Nuez picada,10,71,1.0,7.4,1.4
65,Nuez tostada,9,67,0.9,7,1.3
66,Pasta de almendras,13,62,1.2,3.8,6.5
67,Pasta de cacahuate,10,58,2.8,4.9,1.7
68,Pasta de cacahuate desgrasada,10,43,3.0,2.5,2.8
69,Paté,22,69,3.1,6.1,0.3
70,Paté de cerdo,13,61,1.5,5.8,0.6
71,Paté de Foie Gras,13,60,1.5,5.7,0.6
72,Paté de ganso,13,61,1.5,5.8,0.6
73,Paté de hígado de cerdo,13,61,1.5,5.8,0.6
74,Paté de hígado de ternera,13,61,1.5,5.8,0.6
75,Paté de pollo,35,71,4.7,4.6,2.4
76,Paté de ternera,13,61,1.5,5.8,0.6
77,Pepita limpia,10,53,3.3,4.3,1.4
78,Pepitas,12,66,3.0,5.6,2.1
79,Pepitas con cascara,13,70,3.5,5.6,1.3
80,Pepitas de calabaza,12,66,3.6,5.5,1.7
81,Pepitas de melón,12,66,3.3,5.6,1.8
82,Pepitas tostadas,13,69,4.3,5.5,1.8
83,Pepperoni,15,72,2.8,6.7,0.1
84,Piñón,10,64,1.2,6.2,2.0
85,Pistache,13,73,2.6,6.3,2.5
86,Pistache tostado,10,59,2.1,4.9,2.5
87,Queso de puerco,20,75,2.0,7.4,0.0
88,Salsa bearnesa industrializada,17,61,2.3,1.5,9.9
89,Salsa bechamel,45,66,1.7,4.8,4.1
90,Salsa blanca,45,66,1.7,4.8,4.1
91,Salsa de ajonjolí,11,63,2.6,5.3,2.3
92,Salsa de cacahuate,11,63,2.6,5.3,2.3
93,Salsa de pimienta verde,75,72,2.3,4.4,6.0
94,Salsa de queso,34,67,3.5,5.1,1.8
95,Salsa pesto,24,66,3.1,5.5,0.9
96,Selección de botana mexicana,10,62,2.3,5,2.0
97,Semilla de calabaza,11,61,3.4,5.1,1.6
98,Semilla de calabaza menuda,15,65,5.3,4.1,3.0
99,Semilla de chía,12,66,3.3,5.6,1.8
100,Semilla de girasol,12,69,2.7,6,2.1
101,Semilla de girasol tostada,12,71,2.4,6,2.9
102,Tocino vegetariano,20,63,2.3,6,1.3
103,Aceite,5,44,0.0,5.0,0.0
104,Aceite comestible,5,44,0.0,5.0,0.0
105,Aceite de aguacate,5,44,0.0,5.0,0.0
106,Aceite de ajonjolí,5,44,0.0,5.0,0.0
107,Aceite de algodón,5,44,0.0,5.0,0.0
108,Aceite de almendra,5,44,0.0,5.0,0.0
109,Aceite de cacahuate,5,44,0.0,5.0,0.0
110,Aceite de cacao,5,44,0.0,5.0,0.0
111,Aceite de cañóla,5,44,0.0,5.0,0.0
112,Aceite de cártamo,5,44,0.0,5.0,0.0
113,Aceite de coco,5,43,0.0,5.0,0.0
114,Aceite de girasol,5,44,0.0,5.0,0.0
115,Aceite de girasol 60% con ácido linoleico,5,44,0.0,5.0,0.0
116,Aceite de girasol 70% con ácido aleico,5,44,0.0,5.0,0.0
117,Aceite de hígado de bacalao,5,45,0.0,5.0,0.0
118,Aceite de maíz,5,44,0.0,5.0,0.0
119,Aceite de oliva,5,44,0.0,5.0,0.0
120,Aceite de oliva extra virgen,5,44,0.0,5.0,0.0
121,Aceite de olivo,5,44,0.0,5.0,0.0
122,Aceite de palma,5,44,0.0,5.0,0.0
123,Aceite de soya,5,44,0.0,5.0,0.0
124,Aceite de soya y algodón,5,44,0.0,5.0,0.0
125,Aceite en spray,5,44,0.0,5.0,0.0
126,Aceituna negra sin hueso,25,46,0.3,5.0,0.8
127,Aceituna verde con hueso,25,46,0.3,5.1,0.8
128,Aceituna verde sin hueso,24,44,0.3,4.8,0.8
129,Aceitunas rellenas de anchoa,25,46,0.6,4.5,0.8
130,Aceitunas rellenas de pimiento,35,44,0.0,3.5,2.6
131,Aderezo,30,32,0.0,3.0,1.4
132,Aderezo blue cheese,8,38,0.4,3.9,0.6
133,Aderezo con queso y ajo,8,33,0.0,3.8,0.2
134,Aderezo cremoso,8,38,0.4,3.9,0.6
135,Aderezo de ciruela pasas,8,39,0.1,3.9,1.1
136,Aderezo de hierbas finas,8,31,0.1,3.2,0.8
137,Aderezo de mayonesa,7,51,0.1,5.4,0.3
138,Aderezo de miel y mostaza,8,36,0.0,3.6,1.0
139,Aderezo francés,8,32,0.0,3.1,1.3
140,Aderezo italiano,8,35,0.1,3.6,0.8
141,Aderezo italiano bajo en calorías,30,32,0.0,3.0,1.4
142,Aderezo italiano cremoso,8,28,0.0,2.8,0.8
143,Aderezo italiano cremoso bajo en calorías,60,40,2.0,2.2,6.0
144,Aderezo jalapeño,8,33,0.1,3.4,0.7
145,Aderezo mil islas,8,28,0.0,2.7,1.1
146,Aderezo ranch,8,44,0.0,4.7,0.5
147,Aderezo roquefort,8,38,0.4,3.9,0.6
148,Aderezo ruso,8,37,0.1,3.8,0.8
149,Aderezo tipo blue cheese,8,38,0.4,3.9,0.6
150,Aderezo tipo cesar,8,33,0.3,3.3,0.5
151,Aderezo tipo francés,8,32,0.0,3.1,1.3
152,Aderezo tipo mil islas,8,28,0.0,2.7,1.1
153,Aderezo tipo ranch,8,44,0.0,4.7,0.5
154,Aderezo vinagreta casera,10,45,0.0,5.0,0.3
155,Aderezo vinagreta comercial,20,41,0.0,3.3,2.7
156,Aguacate California,31,54,0.7,5.3,2.1
157,Aguacate de pellejo,36,44,0.5,4.5,2.0
158,Aguacate florida,54,60,0.8,4.8,4.8
159,Aguacate hass,31,54,0.7,5.3,2.1
160,Aguacate mediano,31,44,0.5,4.1,2.3
161,Aguacate verde,25,46,0.5,4.6,1.5
162,Calahua,19,35,0.5,3.3,1.6
163,Cocada,9,41,0.7,2.3,5.6
164,Coco,6,41,0.5,4.3,0.9
165,Coco de aceite,6,41,0.5,4.3,0.9
166,Coco deshidratado,6,40,0.4,3.9,1.5
167,Coco en hojuelas,9,44,0.3,3.0,4.4
168,Coco entero,14,42,0.5,4.6,0.7
169,Coco fresco,12,42,0.4,4.0,1.8
170,Coco rallado,9,44,0.3,3.1,4.2
171,Coco rallado y endulzado,9,44,0.3,3.1,4.2
172,Coco seco,9,44,0.3,3.1,4.2
173,Coco seco y endulzado,9,44,0.3,3.1,4.2
174,Coquito,6,41,0.5,4.3,0.9
175,Crema,15,43,0.0,3.2,2.1
176,Crema 20% grasa (dulce),21,41,0.6,4.1,0.8
177,Crema 40% grasa (agria),13,45,0.3,4.8,0.4
178,Crema acida,21,46,0.7,4.4,0.9
179,Crema agria,13,44,0.3,4.8,0.4
180,Crema batida,12,42,0.2,4.4,0.3
181,Crema batida en aerosol,15,40,0.5,3.5,2.0
182,Crema chantilly,12,42,0.2,4.4,0.3
183,Crema de coco dulce,25,49,0.3,4.1,13.5
184,Crema de coco natural,15,50,0.5,5.2,1.0
185,Crema de leche en polvo,10,39,3.4,0.6,4.9
186,Crema dulce,19,36,0.5,3.6,0.7
187,Crema dulce para batir,19,36,0.5,3.6,0.7
188,Crema entera,14,41,0.3,4.3,0.4
189,Crema ligera,14,41,0.3,4.3,0.4
190,Crema natural,15,43,0.0,3.2,2.1
191,Crema para batir,21,41,0.6,4.1,0.8
192,Crema para café,14,41,0.3,4.3,0.4
193,Dip,30,48,1.0,3.9,1.9
194,Dip de cebolla,30,48,1.0,3.9,1.9
195,Dip preparado,30,48,1.0,3.9,1.9
196,Dip preparado con crema,30,48,1.0,3.9,1.9
197,Grasa de tocino,5,44,0.0,5.0,0.0
198,Grasas animales,5,44,0.0,5.0,0.0
199,Grasas vegetales para cocinar,5,44,0.0,5.0,0.0
200,Guacamole,28,46,1.0,3.7,2.7
201,Lardo,5,45,0.0,5.0,0.0
202,Manteca de cerdo,4,39,0.0,4.3,0.0
203,Manteca vegetal,4,38,0.0,4.3,0.0
204,Mantequilla,6,47,0.1,5.3,0.0
205,Mantequilla con sal,6,47,0.1,5.3,0.0
206,Mantequilla derretida,5,36,0.0,4.1,0.0
207,Mantequilla sin sal,6,47,0.1,5.3,0.0
208,Margarina,4,39,0.0,4.3,0.0
209,Margarina baja en grasa,11,42,0.0,5.0,0.0
210,Margarina con sal,6,47,0.1,5.2,0.1
211,Margarina sin sal,4,39,0.0,4.3,0.0
212,Mayonesa,5,34,0.1,3.6,0.2
213,Media crema,30,40,0.8,3.4,1.2
214,Pam,5,44,0.0,5.0,0.0
215,Praliné,8,36,0.2,1.9,5.0
216,Queso crema,13,46,1.0,4.6,0.4
217,Queso crema bajo en grasa,13,32,1.1,3.0,0.3
218,Queso crema untable,10,37,0.7,3.7,0.3
219,Queso Philadelphia,13,46,1.0,4.6,0.4
220,Salsa alfredo,14,44,0.7,4.3,0.8
221,Salsa holandesa industrializada,8,44,0.9,3.7,2.6
222,Salsa tártara industrializada,16,52,0.0,5.2,2.1
223,Salsa tártara sin grasa,47,36,0.0,1.5,7.3
224,Salsa velouté,21,38,0.6,3.4,1.1
225,Tocino,8,44,0.7,4.6,0.0
226,Tocino ahumado,8,44,0.7,4.6,0.0
227,Tocino en lonja,8,44,0.7,4.6,0.0
228,Tocino frito,7,39,0.6,4.0,0.0
229,Tocino imitación,10,41,1.0,3.9,0.1
230,Vinagreta,8,36,0.0,4.0,0.2
231,Vinagreta baja en calorías,80,38,0.0,0.0,7.5
232,Vinagreta comercial,23,46,0.0,3.8,3.0
233,Abulón fresco,40,42,6.8,0.3,2.4
234,Acociles,35,37,7.4,0.5,0.9
235,Aguayón,30,42,6.3,1.9,0.0
236,Aguayón de res,30,42,6.3,1.9,0.0
237,Ahuahutle seco,11,43,7,0.4,0.2
238,Alce crudo,35,36,7.8,0.3,0.0
239,Almeja chirla,50,41,7,0.4,0.7
240,Almeja cruda mediana,58,43,7.4,0.6,1.5
241,Almeja fresca sin concha,58,43,7.4,0.6,1.5
242,Alón de pollo sin piel,29,37,6.4,1.0,0.0
243,Anchoa fresca,30,39,6.1,1.4,0.0
244,Anillos de calamar,38,34,5.9,0.5,1.2
245,Armadillo,25,40,7.1,1.3,0.0
246,Arrachera de avestruz,40,36,8.2,0.4,0.0
247,Atún blanco en agua,31,39,7.3,0.9,0.0
248,Atún en agua,31,36,7.9,0.3,0.0
249,Atún fresco,30,43,7,1.5,0.0
250,Atún horneado,20,37,6,1.3,0.0
251,Atún light,31,36,7.9,0.3,0.0
252,Bacalao enlatado,35,37,8,0.3,0.0
253,Bacalao fresco,45,37,8,0.3,0.0
254,Bacalao noruego,13,38,8.2,0.3,0.0
255,Bacalao seco,13,38,8.2,0.3,0.0
256,Bagre fileteado,40,38,7,1.1,0.0
257,"Bagre, chihuil",40,38,7,1.1,0.0
258,Bistec,30,36,7.2,0.8,0.0
259,Bistec de res,30,36,7.2,0.8,0.0
260,Bola de ternera,35,41,7.3,1.1,0.0
261,Boquerón crudo,36,41,6.4,1.7,0.0
262,"Boquilla, ronco crudo",38,31,7.5,0.1,0.0
263,Cabeza de pescado,40,40,8.2,0.5,0.0
264,Cabrilla,38,31,7.7,0.0,0.0
265,Cabrito,25,36,6.8,0.8,0.0
266,Calamar americano,45,41,7,0.6,1.4
267,Calamar crudo,45,41,7,0.6,1.4
268,Calamar fresco entero,45,41,7,0.6,1.4
269,Calamar fresco limpio,45,41,7,0.6,1.4
270,Camarón 16-20,40,42,8.1,0.7,0.4
271,Camarón cocido,34,34,7.1,0.4,0.0
272,Camarón crudo mediano,36,38,7.3,0.6,0.3
273,Camarón de surimi,40,40,5,0.6,3.7
274,Camarón enlatado,32,32,6.5,0.4,0.0
275,Camarón gigante,40,42,8.1,0.7,0.4
276,Camarón pacotilla,36,38,7.3,0.6,0.3
277,Camarón seco,9,33,7.5,0.2,0.5
278,Camarón seco salado,9,33,7.5,0.2,0.5
279,Camarón U15,40,42,8.1,0.7,0.4
280,Cangrejo,42,37,7.6,0.4,0.0
281,Cangrejo cocido,39,40,8,0.7,0.0
282,Cangrejo de Alaska,43,36,7.9,0.3,0.0
283,Cangrejo de Alaska cocido,34,32,6.5,0.5,0.0
284,Cangrejo enlatado,34,33,6.9,0.4,0.0
285,Carne de Alce cocida,25,34,7.3,0.2,0.0
286,Carne de avestruz,35,31,7.1,0.4,0.0
287,Carne de faisán cruda sin piel,30,40,"7,1",1.1,0.0
288,Carne de jaiba,40,39,7,1.0,0.4
289,Carne de res seca,11,43,7.1,1.6,0.1
290,Carne de venado cruda,27,42,5.9,1.9,0.0
291,Carne molida de pavo,33,36,7.4,0.5,0.0
292,Carne molida de pollo,32,36,7.4,0.5,0.0
293,Carne obscura de pollo cruda,35,44,7,1.5,0.0
294,Cazón,32,42,6.8,1.4,0.0
295,Cazón fileteado,33,43,6.9,1.5,0.0
296,Cecina,25,40,6,1.6,0.2
297,Cecina enchilada,25,40,6,1.6,0.2
298,Chambarete de res,33,42,6.8,1.6,0.0
299,Charales frescos,27,43,6.8,1.6,0.3
300,Charales secos,12,38,8.2,0.5,0.3
301,Chema,38,32,7.3,0.3,0.0
302,Chipirón (calamar) crudo,45,41,7,0.6,1.4
303,Chuleta ahumada,34,34,6.1,1.0,0.1
304,Clara de huevo,66,32,7.2,0.1,0.5
305,Clara de huevo en polvo,9,34,7.2,0.0,0.7
306,Cliambarete,33,42,6.8,1.6,0.0
307,Corazón de pavo cocido,30,39,6.4,1.4,0.2
308,Corazón de puerco cocido,25,37,5.9,1.3,0.1
309,Corazón de puerco crudo,35,41,6,1.5,0.5
310,Corazón de res cocido,25,41,7.1,1.2,0.0
311,Corazón de res crudo,38,43,6.7,1.5,0.1
312,Corazón de ternera cocido,20,37,5.8,1.4,0.0
313,Corazón de ternera crudo,40,44,6.9,1.6,0.0
314,Cuete,43,41,7.3,1.3,1.3
315,Cuete de res,43,41,7.3,1.3,1.3
316,Empuje,33,37,7.4,0.6,0.0
317,Empuje de res,33,37,7.4,0.6,0.0
318,Escalopa de res,30,34,7.2,0.3,0.0
319,Escamóles,16,29,7.2,0.0,0.0
320,Extraviado,41,34,7.9,0.3,0.0
321,Extraviado fileteado,41,34,7.9,0.3,0.0
322,Fajita de pollo sin piel cruda,33,40,6.8,1.1,0.0
323,Falda,33,35,7.4,0.6,0.0
324,Falda abierta,33,35,7.4,0.6,0.0
325,Falda de res,33,35,7.4,0.6,0.0
326,Filete de bandera crudo,40,36,7.5,0.5,0.0
327,Filete de calamar crudo,45,41,7,0.6,1.4
328,Filete de cazón crudo,30,39,6.3,1.3,0.0
329,Filete de extraviado,40,34,7.7,0.3,0.0
330,"Filete de guachinango, pargo",35,35,7.2,0.5,0.0
331,Filete de huachinango. pargo,35,35,7.2,0.5,0.0
332,Filete de lenguado,45,34,7.5,0.5,0.0
333,Filete de merluza,45,34,7.5,0.5,0.0
334,Filete de mero,40,34,7.7,0.3,0.0
335,Filete de mojarra,40,40,7.7,1.1,0.0
336,Filete de pescado,40,36,7.5,0.5,0.0
337,Filete de pescado Blanco del Nilo,40,36,7.2,0.6,0.4
338,Filete de res,30,36,7.2,0.8,0.0
339,Filete de robalo,40,35,7.6,0.3,0.0
340,Filete de venado,36,45,7.6,1.4,0.0
341,Filete miñón,30,36,7.2,0.8,0.0
342,Filete mlgnón,30,36,7.2,0.8,0.0
343,Filete tampiqueña,30,36,7.2,0.8,0.0
344,Gallinita de guinea con piel,25,39,5.8,1.6,0.0
345,Gallinita de guinea sin piel,35,38,7.2,0.9,0.0
346,Guachinango,36,36,7.3,0.5,0.0
347,Guachinango cocido,28,36,7.4,0.5,0.0
348,Guachinango crudo fileteado,35,35,7.2,0.5,0.0
349,Gurrubata cruda,41,41,7.3,1.3,0.0
350,Halibut cocido,27,38,7.2,0.8,0.0
351,Huachinango cocido,28,36,7.4,0.5,0.0
352,Huachinango crudo,36,36,7.3,0.5,0.0
353,Huachinango crudo fileteado,35,35,7.2,0.5,0.0
354,Huevo cíe iguana,58,37,7.2,0.6,0.0
355,Iguana,30,35,7.3,0.3,0.0
356,Isabelita,36,30,7.4,0.1,0.0
357,Jaiba cocida desmenuzada,47,39,8.1,0.6,0.0
358,Jaiba cocida entera,40,34,7,0.5,0.0
359,Jaiba cruda,40,39,7,1.0,0.4
360,Jamón ahumado,42,42,7,1.6,0.0
361,Jamón americano,42,44,6.8,1.5,0.8
362,Jamón bajo en sodio,36,39,5.9,1.4,0.9
363,Jamón cocido,42,44,7,1.5,0.5
364,Jamón horneado,42,44,6.8,1.5,0.8
365,Jamón Virginia,42,44,7,1.5,0.5
366,"Jorobado, lamparosa",36,34,7.4,0.5,0.0
367,Jugo de almeja,1680,35,7,0.3,1.4
368,Langosta,40,36,7.5,0.4,0.2
369,Langosta cocida,35,34,7.2,0.2,0.5
370,Langostino,50,34,7.2,0.6,0.0
371,Lenguado,45,34,7.5,0.5,0.0
372,Lenguado fileteado,45,34,7.5,0.5,0.0
373,Liebre,33,44,6.8,1.6,0.0
374,"Lisa, churra, cabezuda",36,40,7,1.3,0.0
375,Lomo canadiense,45,45,8,1.4,0.1
376,Lomo de venado,36,42,7.3,1.2,0.0
377,Machaca,13,44,6,1.2,0.0
378,Medallón de filete,30,36,7.2,0.8,0.0
379,Medallón de filete de res,33,40,8,0.8,0.0
380,Mejillones sin concha cocidos,25,43,5.9,1.1,1.9
381,Mejillones sin concha crudos,50,43,5.9,1.1,1.8
382,Menudencias de pavo,25,42,6.7,1.3,0.5
383,Menudencias de pollo cocidas,25,40,6.8,1.1,0.1
384,Menudencias de pollo crudas,35,43,6.3,1.6,0.6
385,Merluza,43,33,7.2,0.4,0.0
386,Merluza fileteada,45,34,7.5,0.5,0.0
387,Mero cocido,30,35,7.5.,0.4,0.0
388,Mero crudo,41,34,7.9,0.3,0.0
389,Mero crudo fileteado,40,34,7.7,0.3,0.0
390,Milanesa de avestruz,35,31,7.1,0.4,0.0
391,Milanesa de pollo,30,34,7,0.5,0.0
392,Milanesa de res,30,36,7.2,0.8,0.0
393,Mojarra cruda fileteada,35,34,7,0.6,0.0
394,Mojarra tilapia cruda,37,35,7.4,0.6,0.0
395,Molida de pollo,30,34,7,0.5,0.0
396,Molida de sirloin,20,40,6.1,1.6,0.0
397,Molleja de pollo cocida,25,37,7.6,0.7,0.0
398,Muslo de pollo crudo sin piel,36,43,7.1,1.4,0.0
399,Muslo de pollo sin piel cruda,34,41,6.8,1.3,0.0
400,Pancita de res,43,40,6.2,1.7,0.0
401,Pargo,36,37,7.5,0.7,0.0
402,Pargo fileteado,35,36,7.4,0.7,0.0
403,Pata de res,55,44,6.7,1.6,0.6
404,Pechuga de pavo,32,35,7.1,0.5,0.0
405,Pechuga de pavo ahumada,34,32,6.7,0.3,0.5
406,Pechuga de pavo ahumada baja en grasa,49,39,7.3,0.3,1.7
407,Pechuga de pollo a la plancha,25,40,7.2,1.0,0.0
408,Pechuga de pollo ahumada,42,33,6.9,0.1,1.1
409,Pechuga de pollo aplanada,25,40,7.2,1.0,0.0
410,Pechuga de pollo asada,25,40,7.2,1.0,0.0
411,Pechuga de pollo cocida,25,40,7.2,1.0,0.0
412,Pechuga de pollo cruda,30,34,6.9,0.5,0.0
413,Pechuga de pollo deshuesada cruda .,30,34,7,0.5,0.0
414,Pechuga de pollo en brocheta cruda,30,34,7,0.5,0.0
415,Pechuga de pollo en fajitas cruda,30,34,7,0.5,0.0
416,Pechuga de pollo horneada rebanada,37,36,7.2,0.2,1.4
417,Pechuga de pollo molida cruda,30,34,7,0.5,0.0
418,Pechuga de pollo sin piel,32,36,7.3,0.5,0.0
419,Pechuga deshebrada,32,36,7.4,0.5,0.0
420,Pechuga desmenuzada,32,36,7.4,0.5,0.0
421,Pechuga molida,32,36,7.4,0.5,0.0
422,Perca cocida,30,35,7.4,0.4,0.0
423,Perca cruda,38,35,7.4,0.4,0.0
424,Perca fileteada,38,34,7.4,0.4,0.0
425,Pescado blanco ahumado,32,35,7.5,0.3,0.0
426,Pescado en trozo,39,35,7.3,0.5,0.0
427,Pescado entero,39,35,7.3,0.5,0.0
428,Pescado fileteado,40,36,7.5,0.5,0.0
429,Pescado rebanado,39,35,7.3,0.5,0.0
430,Pescado seco tipo bacalao,12,34,7.4,0.3,0.0
431,Pez espada cocido,28,43,7.1,1.4,0.0
432,Pez espada crudo,36,43,7.1,1.4,0.0
433,Pez espada crudo fileteado,36,44,7.1,1.4,0.0
434,Pez espada crudo rebanado,36,43,7.1,1.4,0.0
435,Pierna de cordero,23,43,6.4,1.7,0.0
436,Pierna de pollo sin piel cruda,33,39,6.6,1.2,0.0
437,Pollo cocido,25,40,7.2,1.0,0.0
438,Pollo deshebrado,25,40,7.2,1.0,0.0
439,Pulmón de cerdo,48,41,6.7,1.3,0.0
440,Pulpa de jaiba,46,38,8,0.6,0.0
441,Pulpo cocido,25,41,7.5,0.5,1.1
442,Pulpo crudo,45,37,6.7,0.5,1.0
443,Puntas de filete,30,36,7.2,0.8,0.0
444,Puntas de res,30,36,7.2,0.8,0.0
445,Queso cottage,48,43,6.6,0.9,1.7
446,Queso cottage 1% grasa,57,41,7,0.6,1.5
447,Queso cottage 2% grasa,48,43,6.6,0.9,1.7
448,Queso cottage bajo en grasa,57,41,7,0.6,1.5
449,Requesón promedio,24,43,3.6,2.9,0.7
450,Retazo de pescado crudo,35,35,7.2,0.5,0.0
451,Ríñones de carnero crudos,36,39,6.5,1.2,0.3
452,Ríñones de cerdo cocidos,28,42,7.1,1.3,0.0
453,Ríñones de res cocidos,25,40,6.8,1.2,0.0
454,Ríñones de ternera cocidos,25,41,6.6,1.4,0.0
455,Roast beef,33,36,6.6,0.9,0.5
456,Robalo cocido,30,34,7.3,0.3,0.0
457,Robalo crudo,38,33,7.2,0.3,0.0
458,Robalo fileteado,40,35,7.6,0.3,0.0
459,Salmón ahumado,35,41,6.4,1.5,0.0
460,Sats orugas,65,35,7,0.8,0.0
461,Surimi,40,39,6,0.4,2.7
462,Surími imitación camarón,40,40,4.9,0.6,3.7
463,Tampiqueña,30,36,7.2,0.8,0.0
464,Tampiqueña de filete,30,36,7.2,0.8,0.0
465,Trucha fresca,35,42,7.2,1.2,0.0
466,Venado cocido (carne magra),23,42,6,1.8,0.0
467,Venado crudo (carne magra),27,42,5.9,1.9,0.0
468,Agujas de res,33,51,6.8,2.6,0.0
469,Anchoa con aceite,24,50,7.0,2.3,0.0
470,Anchoas crudas,36,47,7.3,1.7,0.0
471,Arenque cocido,25,51,5.8,2.9,0.0
472,Arenque fresco crudo,35,55,6.3,3.2,0.0
473,Arrachera cruda,35,49,7.5,1.9,0.0
474,Arrechera de res,30,56,8.4,2.2,0.0
475,Atún blanco en aceite,25,46,6.6,2.0,0.0
476,Atún drenado,25,49,7.3,2.1,0.0
477,Atún en aceite,25,49,7.3,2.1,0.0
478,Barbacoa,40,54,7.6,2.4,0.0
479,Barbacoa con hueso,38,51,7.2,2.3,0.0
480,Bistec de ternera,35,55,6.9,2.8,0.0
481,Bonito,31,51,7.3,2.2,0.0
482,Bonito en aceite,25,55,7.3,2.9,0.0
483,Bonito fileteado,30,50,7.2,2.2,0.0
484,Cabeza de carnero cocida,50,55,7.0,2.8,0.0
485,Cabeza de cerdo,50,55,7.0,2.8,0.0
486,Calamar frito,35,61,6.3,2.6,2.7
487,Carne de cerdo,40,56,7.9,2.5,0.0
488,Carne de cerdo molida,40,56,7.9,2.5,0.0
489,Carne de ganso de crianza,32,52,7.4,2.3,0.0
490,Carne de pato de crianza,39,51,7.1,2.3,0.0
491,Carne de res,30,54,6.2,3.0,0.0
492,Carne de res molida,30,54,6.2,3.0,0.0
493,Carne de ternera,35,55,6.9,2.8,0.0
494,Carne molida,30,54,6.2,3.0,0.0
495,Carne molida de cerdo,40,56,7.9,2.5,0.0
496,Carne molida de res,30,54,6.2,3.0,0.0
497,Carne molida especial,30,54,6.2,3.0,0.0
498,Carne promedio,29,51,5.9,2.9,0.0
499,Carnero,40,54,7.6,2.4,0.0
500,Carnero con hueso,38,51,7.2,2.3,0.0
501,Carpa,41,51,7.2,2.3,0.0
502,Carpa cocida,30,49,6.8,2.2,0.0
503,Carpa horneada,30,49,6.8,2.2,0.0
504,Cecina,30,48,7.2,2.0,0.2
505,Cecina de cerdo,30,48,7.2,2.0,0.2
506,Cecina enchilada,30,48,7.2,2.0,0.2
507,Chuleta de cerdo,38,54,7.6,2.4,0.0
508,Comed beef,25,54,6.7,3.1,0.0
509,Comed beef con áspic,30,46,6.9,1.8,0.0
510,Conejo,36,57,7.3,2.9,0.0
511,Conejo crudo,35,48,7.0,1.9,0.0
